2023-04-30 21:48:51 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-04-30 21:48:51 0 [Note] InnoDB: Uses event mutexes
2023-04-30 21:48:51 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-04-30 21:48:51 0 [Note] InnoDB: Number of pools: 1
2023-04-30 21:48:51 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-04-30 21:48:51 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 1170881 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 1170881 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 1466730 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 1466730 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 1555206 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 1555206 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 1466808 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 1466808 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 1467128 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 1204363 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 1204363 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 1364649 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Page [page id: space=0, page number=319] log sequence number 1364649 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 1136267 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Page [page id: space=0, page number=320] log sequence number 1136267 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Page [page id: space=0, page number=57] log sequence number 1364688 is in the future! Current system log sequence number 300306.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-30 21:48:52 0 [ERROR] InnoDB: Page [page id: space=0, page number=321] log sequence number 1364688 is in the future! Current system log sequence number 300306.
